sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,kt_status,status
680,F,72.47599472056662,Central,70.95171416273969,Others,Commerce,89.21944528883205,Sci&Tech,No,51.052889177816,Mkt&Fin,48.91104545542704,No KT,Not Placed
681,F,97.77952023153968,Central,56.05556060367829,Others,Arts,73.71182738857111,Sci&Tech,No,51.82127216508601,Mkt&Fin,64.83806190904325,No KT,Not Placed
682,M,60.51232996232116,Others,90.12881354453165,Others,Science,80.2843643586242,Others,Yes,95.12710574214765,Mkt&HR,69.00352400092758,No KT,Placed
683,M,77.9573135880369,Central,40.88160331929723,Central,Arts,95.57849661527176,Comm&Mgmt,No,53.66529090568599,Mkt&HR,55.81042921125141,No KT,Not Placed
684,F,95.92168633060105,Others,62.74564292031617,Central,Commerce,77.1500826545835,Comm&Mgmt,No,94.70910793082857,Mkt&HR,61.38860025086724,No KT,Placed
685,M,46.15058367944076,Others,60.24073280614556,Others,Commerce,89.48841687878985,Comm&Mgmt,No,61.40829568754529,Mkt&HR,49.76656606152213,No KT,Not Placed
686,F,96.23370923418707,Others,41.15965785505606,Others,Science,81.32863021539922,Sci&Tech,Yes,87.00089000791064,Mkt&HR,69.34804190295444,No KT,Placed
687,F,81.27314333804881,Central,47.462103940030616,Others,Arts,73.116181663628,Comm&Mgmt,No,65.4866624473006,Mkt&HR,87.63059757207168,KT In Progress,Not Placed
688,M,44.07022354631032,Others,64.81856049511812,Others,Arts,54.51029172492119,Sci&Tech,No,92.93760128045919,Mkt&HR,79.68162361967833,KT Completed,Not Placed
689,M,58.057814016808976,Others,69.5718750668468,Others,Arts,65.5598511681057,Comm&Mgmt,Yes,85.02274327121789,Mkt&Fin,46.467534841932476,No KT,Placed
690,F,82.4903253187169,Others,64.25738483529214,Central,Commerce,98.06456949002293,Sci&Tech,Yes,70.09067293008476,Mkt&HR,69.25489620380296,No KT,Placed
691,F,44.041036088126305,Others,71.85626070472563,Central,Science,79.465922996356,Comm&Mgmt,Yes,53.815122708703974,Mkt&HR,81.8587829667835,No KT,Placed
692,F,74.9302276105764,Others,75.70790049434089,Central,Arts,73.86372282033938,Others,Yes,86.63500919354036,Mkt&HR,71.79371779323647,KT In Progress,Not Placed
693,M,60.752983417177404,Central,40.59542926767014,Others,Commerce,95.97739753169364,Others,No,80.84423779825907,Mkt&Fin,63.500535792132936,No KT,Placed
694,F,77.25493106604863,Others,67.84570956721024,Others,Commerce,75.19070686224693,Sci&Tech,Yes,50.145585891689436,Mkt&HR,77.3148652770327,No KT,Placed
695,F,42.74452202875077,Others,97.8099544532553,Others,Commerce,71.56495110504417,Sci&Tech,No,50.47099279862227,Mkt&HR,98.11831991801654,KT Completed,Not Placed
696,F,92.29220836914257,Central,71.14193680777292,Others,Arts,85.5586513090123,Comm&Mgmt,No,90.4396486596347,Mkt&Fin,45.69447458596468,KT In Progress,Not Placed
697,M,98.4093381506438,Others,80.65253604753718,Central,Arts,82.75993713919266,Comm&Mgmt,No,62.969986940092696,Mkt&HR,63.40096364485364,No KT,Placed
698,F,98.13267131714149,Central,58.71183147501299,Central,Arts,51.58960050450597,Others,No,81.80668338640328,Mkt&HR,64.39635118276574,No KT,Placed
699,F,84.97910990457548,Others,86.43948268916574,Others,Arts,68.27849647444727,Comm&Mgmt,No,72.71072098826238,Mkt&Fin,74.61803862810225,No KT,Placed
700,M,47.80517440783792,Central,86.3752889125669,Central,Arts,68.35092656917512,Sci&Tech,Yes,93.17150072608837,Mkt&HR,49.130476112915076,No KT,Placed
701,F,85.49579175574135,Central,71.27776285924834,Central,Arts,62.69347091460069,Sci&Tech,No,95.84805565512443,Mkt&Fin,50.598581792228174,No KT,Placed
702,F,41.47521498752809,Others,98.56082939675281,Others,Arts,71.03760892913519,Sci&Tech,No,99.8403856339427,Mkt&HR,57.12168315987128,No KT,Placed
703,M,41.327413091739835,Others,47.533012885759206,Others,Arts,64.78644386362865,Sci&Tech,No,57.68420679036234,Mkt&HR,97.35220259611117,No KT,Not Placed
704,F,59.41661314897247,Others,41.01685989337486,Others,Arts,51.96072936827099,Sci&Tech,Yes,93.14820232377377,Mkt&HR,84.04651487385416,No KT,Placed
705,M,69.31859142427994,Central,86.20949270542576,Others,Commerce,64.74198923648086,Others,No,63.30106883644009,Mkt&Fin,79.70159810149019,No KT,Placed
706,M,86.22444506846759,Central,88.42933224189295,Others,Arts,44.3366168543906,Others,No,79.54079374477539,Mkt&Fin,89.01746124365573,No KT,Placed
707,F,80.9977225963903,Central,47.21243374723458,Others,Science,74.5471517664647,Sci&Tech,Yes,75.28864169346055,Mkt&Fin,47.654588135001575,No KT,Placed
708,F,66.7541623826049,Others,55.93496997751636,Central,Commerce,91.21927293646672,Comm&Mgmt,No,50.899406578619384,Mkt&HR,91.5599691834251,KT Completed,Not Placed
709,F,56.41759997689995,Central,41.05314180199773,Central,Arts,83.51722506127331,Sci&Tech,No,96.63856399530474,Mkt&HR,75.68996283325023,No KT,Placed
710,F,99.82747000946267,Central,57.598516646833886,Others,Science,61.62364240324668,Others,Yes,53.91635275746092,Mkt&Fin,60.11974044753613,No KT,Placed
711,M,65.57087813415838,Others,86.38851243512029,Central,Arts,45.22427233463849,Sci&Tech,No,84.41094597038679,Mkt&Fin,88.95131534474143,No KT,Placed
712,F,67.08322145978053,Central,71.07763166275474,Others,Science,52.12896395351625,Others,No,89.2503418104131,Mkt&HR,88.15387206091745,No KT,Placed
713,M,49.81742927150015,Central,60.88573559009728,Others,Science,72.72942042969015,Others,No,89.76439245238421,Mkt&HR,90.74251490300364,No KT,Placed
714,F,87.68857292499575,Others,62.30435769437982,Others,Science,52.42342500298197,Sci&Tech,No,56.77472594644224,Mkt&HR,46.93107400641893,KT Completed,Not Placed
715,F,81.62093354688932,Central,40.08121754292809,Others,Science,72.63838667709805,Sci&Tech,No,72.3784975253986,Mkt&HR,98.16167469974656,No KT,Placed
716,F,53.24617676732562,Others,57.98803165391415,Central,Commerce,53.89594148583394,Comm&Mgmt,Yes,91.471443521699,Mkt&Fin,97.57756922738386,KT Completed,Placed
717,M,44.94286273695056,Others,78.78752449827583,Others,Commerce,90.93543216856438,Others,Yes,65.13396051893773,Mkt&HR,61.44817873010449,No KT,Placed
718,F,80.82995812448279,Others,98.45166662898143,Central,Science,63.83628837042758,Comm&Mgmt,Yes,73.38743376873317,Mkt&HR,43.95364109271518,No KT,Placed
719,F,79.27067285686812,Others,90.82364961903397,Others,Arts,54.733037556669466,Sci&Tech,No,63.63969463499229,Mkt&HR,50.02334016812714,KT In Progress,Not Placed
720,F,56.395571619892564,Others,41.41569787873175,Others,Science,88.7395708148237,Others,No,73.17757089426621,Mkt&HR,99.56984952668182,No KT,Placed
721,F,97.05181373502462,Central,93.91363628049035,Others,Commerce,60.570337888327046,Comm&Mgmt,No,94.39189612964401,Mkt&HR,73.78077659029978,No KT,Placed
722,M,49.06347350685401,Central,86.99190479791756,Central,Arts,46.68926127032692,Comm&Mgmt,Yes,72.75621155163847,Mkt&HR,61.39730792956313,No KT,Placed
723,F,65.94008806255611,Others,86.82256741425883,Others,Commerce,74.2245694842185,Comm&Mgmt,No,77.79560085371602,Mkt&HR,57.29216163100233,No KT,Placed
724,M,96.61695521005593,Others,67.47974554021428,Others,Commerce,74.89385226627932,Sci&Tech,No,70.19881416515418,Mkt&Fin,55.41950411865685,KT Completed,Not Placed
725,M,65.18363901556734,Central,63.88031757727017,Others,Arts,82.88174051414404,Sci&Tech,No,73.00585916016627,Mkt&Fin,79.84916590326893,KT Completed,Not Placed
726,M,78.31155685984513,Others,58.174943729991554,Central,Science,54.41316599250314,Sci&Tech,Yes,50.758709952321084,Mkt&Fin,65.16326989118116,KT Completed,Not Placed
727,M,63.855663877767654,Others,43.941691537261946,Central,Science,66.62628034553471,Others,Yes,64.1872754980228,Mkt&HR,97.9246419621167,No KT,Placed
728,M,56.452912140920205,Others,53.69412180962195,Central,Science,56.942075142559375,Sci&Tech,No,71.82908608709121,Mkt&Fin,81.03058183872169,No KT,Not Placed
729,M,99.0386588775897,Central,54.79621809868148,Others,Science,44.857224166941286,Others,No,81.68984879963645,Mkt&HR,87.52267546293767,No KT,Placed
730,F,64.56004037890258,Central,69.0446241826121,Central,Arts,92.5968296209535,Comm&Mgmt,No,72.5025965276946,Mkt&HR,57.5644929149896,KT Completed,Not Placed
731,M,93.64595222074806,Others,84.84666439580164,Others,Arts,83.73218826930048,Comm&Mgmt,Yes,66.8908521660782,Mkt&HR,44.75118454651755,No KT,Placed
732,M,53.79727635346517,Others,68.4285897038768,Central,Arts,58.08778356752804,Sci&Tech,Yes,69.40493676720786,Mkt&HR,69.26937024291286,No KT,Placed
733,M,52.786282241505,Central,43.47066696682964,Central,Commerce,75.96237957231918,Comm&Mgmt,Yes,62.11466646002333,Mkt&Fin,58.874892792773636,KT Completed,Not Placed
734,F,41.86804497307068,Central,97.46738805929223,Others,Arts,52.075827288068346,Sci&Tech,No,96.22471413870264,Mkt&HR,52.12498990047542,No KT,Not Placed
735,F,79.10000952255311,Others,96.56345914564673,Central,Science,93.41419730774626,Others,Yes,76.08716128954573,Mkt&HR,97.15852784805168,No KT,Placed
736,M,62.11158062342567,Others,87.1113725889045,Others,Commerce,46.894380601714616,Comm&Mgmt,No,50.67047269360616,Mkt&Fin,66.63929286052182,KT Completed,Not Placed
737,F,91.86149499037822,Central,99.47967409385323,Others,Science,40.230228730468056,Sci&Tech,No,50.97231292097733,Mkt&Fin,50.48251552292714,No KT,Not Placed
738,M,68.39259440149343,Central,72.66893996801578,Central,Science,70.12049186435092,Comm&Mgmt,Yes,98.64808174760208,Mkt&Fin,51.91903916086835,No KT,Placed
739,M,98.09160567488331,Central,97.76610101519236,Others,Arts,74.98766940717215,Comm&Mgmt,No,61.07254456866225,Mkt&HR,56.842584547875646,No KT,Placed
740,F,51.13153094218727,Others,44.53630243700505,Others,Arts,74.73791921774827,Sci&Tech,Yes,90.28041444071573,Mkt&Fin,99.95897609138277,No KT,Placed
741,M,92.11739007733664,Central,61.940844895682275,Central,Science,43.27071564626958,Comm&Mgmt,No,52.913765078028725,Mkt&HR,56.08069003117584,KT Completed,Not Placed
742,F,86.59581116750451,Others,53.52287608040595,Central,Science,58.84262841510595,Comm&Mgmt,No,96.05813683472746,Mkt&HR,59.72810827470722,No KT,Placed
743,F,86.25531067864313,Central,51.7499850480562,Others,Commerce,69.9519368104799,Comm&Mgmt,Yes,93.72085018333392,Mkt&Fin,79.55968767904008,No KT,Placed
744,M,90.68699368701326,Central,48.44817693356056,Central,Arts,52.99475113763445,Comm&Mgmt,No,78.55465812172574,Mkt&Fin,57.6376825846179,No KT,Placed
745,M,85.66143945657993,Central,77.34481849395979,Others,Commerce,92.35755312915379,Others,No,50.44993286416279,Mkt&Fin,52.9482550635816,KT In Progress,Not Placed
746,F,77.57321929788492,Central,86.8793113448383,Others,Commerce,45.22655736768604,Comm&Mgmt,No,62.89054370116688,Mkt&HR,49.518231198975926,No KT,Not Placed
747,M,47.87469266094325,Others,74.69790396522164,Central,Commerce,69.24306650032257,Comm&Mgmt,No,70.34113236992324,Mkt&HR,58.76095990166753,No KT,Not Placed
748,M,41.95157076947511,Others,48.817762575292576,Central,Science,81.48496345078912,Sci&Tech,No,73.00320583737809,Mkt&HR,46.35494137772641,No KT,Not Placed
749,M,95.2508708689412,Central,88.66742619600825,Central,Commerce,55.70506600806895,Others,No,64.8839379281186,Mkt&HR,41.11879518488698,No KT,Placed
750,F,76.99901887124429,Others,78.15728242982371,Central,Commerce,77.4544442198511,Sci&Tech,No,51.6473934122765,Mkt&HR,88.27850184008064,No KT,Placed
751,F,87.79223745857058,Central,63.28994236761973,Others,Science,89.76310900854247,Sci&Tech,No,79.5063702963271,Mkt&HR,48.273696544874596,No KT,Placed
752,M,68.891341090753,Central,80.44781773216377,Others,Arts,51.42021850570285,Sci&Tech,Yes,76.2077333847378,Mkt&Fin,86.55861098891454,No KT,Placed
753,F,47.038491337743665,Central,55.59429875456997,Central,Arts,95.03323550949176,Others,Yes,64.15003177145388,Mkt&HR,87.85254873919959,No KT,Placed
754,F,47.511147532153025,Central,60.71153250965263,Central,Commerce,73.21351195974148,Sci&Tech,No,51.89879837848033,Mkt&Fin,72.27517157975458,KT Completed,Not Placed
755,F,81.13391723373829,Others,95.04915058791941,Others,Science,57.95392025806363,Sci&Tech,No,99.72970936109701,Mkt&Fin,58.58091749877708,No KT,Placed
756,F,65.81835369396777,Central,57.43027034028522,Others,Arts,65.85149652293624,Sci&Tech,Yes,74.09930934132029,Mkt&Fin,48.70196402499331,No KT,Placed
757,F,52.0314836020202,Central,68.19929608947619,Others,Commerce,58.731513027183276,Comm&Mgmt,No,87.80021208870386,Mkt&Fin,84.20830640325994,No KT,Placed
758,M,69.49567280448622,Others,93.40846824376088,Others,Commerce,83.50666959599897,Sci&Tech,Yes,72.61570175256678,Mkt&Fin,76.08321915890716,KT Completed,Not Placed
759,M,43.85253622450804,Central,82.46328101605164,Central,Science,87.77803980490793,Others,Yes,52.15851454314707,Mkt&HR,79.32720738961385,KT Completed,Not Placed
760,M,74.91828411486392,Central,43.73219356988216,Others,Commerce,89.97624353911966,Others,Yes,65.480037254275,Mkt&HR,40.52014539070786,No KT,Placed
761,F,56.13960426610586,Central,48.83818265673822,Others,Arts,99.14609497514448,Comm&Mgmt,No,66.00550705029505,Mkt&HR,95.65102094246947,KT In Progress,Not Placed
762,F,87.85354603823129,Others,40.470495446315006,Central,Science,87.477057549801,Others,No,91.9176452024508,Mkt&HR,43.97741124679301,No KT,Placed
763,M,58.621717535414426,Central,77.85530741374981,Others,Arts,76.0830442413138,Others,No,82.71149889999373,Mkt&Fin,62.00835310840034,No KT,Placed
764,F,67.31320894490807,Others,66.8604055246251,Others,Arts,60.35321790350703,Comm&Mgmt,Yes,63.77149518197364,Mkt&Fin,64.16269897910202,No KT,Placed
765,M,40.697232394486036,Central,48.05649105413653,Central,Arts,72.67572692264497,Sci&Tech,Yes,98.3869977329543,Mkt&Fin,40.08133146987693,KT In Progress,Not Placed
766,M,44.34681326767353,Central,97.47604726340623,Central,Commerce,42.464090367424326,Comm&Mgmt,Yes,66.07709161989357,Mkt&HR,69.82535856104782,No KT,Placed
767,M,63.549613384401084,Others,71.7795834367372,Central,Commerce,84.68950453179478,Sci&Tech,No,99.91170129143602,Mkt&HR,85.16853967066059,KT Completed,Not Placed
768,F,68.79633008302741,Central,54.51359764677335,Others,Arts,66.75733270552611,Sci&Tech,Yes,99.80818465851317,Mkt&HR,89.39611918688632,No KT,Placed
769,F,76.00123288715822,Central,70.03621426928245,Others,Arts,41.20139378393126,Others,Yes,59.56052588733709,Mkt&HR,92.76381959835307,No KT,Placed
770,M,57.499754722558194,Others,80.77721996410646,Central,Science,43.75041649062465,Comm&Mgmt,No,65.63705580942,Mkt&Fin,69.26313209892217,No KT,Placed
771,M,81.69891316759255,Others,44.57435307841387,Central,Science,63.2479878293054,Others,Yes,74.30220992423271,Mkt&Fin,77.83817143177903,KT Completed,Placed
772,M,91.60734383135227,Others,56.482228902873516,Others,Commerce,75.00529114110611,Others,Yes,83.20503355739456,Mkt&HR,44.771182797789926,No KT,Placed
773,M,86.791059333601,Others,88.41792945303962,Central,Commerce,67.8522369371276,Sci&Tech,No,76.40237245018997,Mkt&HR,69.282293456905,No KT,Placed
774,F,42.37712952090143,Others,67.57989222415968,Central,Science,77.15225903752929,Others,No,98.47207345661283,Mkt&Fin,49.28894529230412,No KT,Placed
775,F,68.83041683546973,Central,72.7946285219377,Central,Arts,68.81765552748135,Comm&Mgmt,Yes,86.19945821178457,Mkt&Fin,62.17858705735129,KT Completed,Placed
776,M,46.29581070509049,Others,65.96896013256816,Others,Commerce,79.7022307288808,Others,No,60.60224246914872,Mkt&Fin,59.758318771875956,No KT,Not Placed
777,M,54.522700951751645,Central,42.63399655858031,Others,Arts,53.14756388024805,Others,Yes,55.254877510681915,Mkt&Fin,65.4124346344905,No KT,Not Placed
778,F,99.19975559602878,Central,49.94498678920935,Others,Science,46.770591231017285,Sci&Tech,No,84.42006453546784,Mkt&HR,74.29819707844796,No KT,Placed
779,F,48.5497325740908,Central,66.73249832451346,Others,Commerce,75.7860372775396,Comm&Mgmt,Yes,57.92262200903815,Mkt&Fin,94.17259882377975,KT In Progress,Not Placed
780,M,69.93328920708137,Others,52.551127924475665,Others,Commerce,69.08137101617845,Others,No,89.38384201678771,Mkt&Fin,63.669077880850324,KT Completed,Not Placed
781,M,77.08934405908715,Others,42.99874171958072,Others,Science,41.61205924269612,Sci&Tech,Yes,65.55183336301685,Mkt&Fin,98.86787174269304,KT Completed,Not Placed
782,M,82.14789823264624,Central,90.61897984310943,Central,Commerce,62.82891312958215,Others,No,66.34466315278033,Mkt&Fin,85.54168288307217,No KT,Placed
783,F,73.57892100921484,Others,98.87155174984696,Others,Science,46.36753512945973,Comm&Mgmt,No,50.5399196194756,Mkt&HR,70.688862807303,No KT,Placed
784,F,40.58625084515102,Others,87.58857243980437,Others,Commerce,71.88140990516172,Others,No,85.05056335475203,Mkt&HR,78.64158622671664,KT In Progress,Not Placed
785,F,59.58767849463951,Others,91.22709530228002,Central,Science,63.74666077962584,Others,No,55.66348765323429,Mkt&HR,46.13345026791667,No KT,Not Placed
786,M,71.06269860308268,Others,54.518627819022726,Others,Commerce,76.78911466618108,Sci&Tech,No,88.6440288731759,Mkt&HR,90.67129187881929,No KT,Placed
787,M,45.27198994869,Central,97.63761853079198,Others,Arts,88.33613312621429,Others,No,74.59339109586034,Mkt&HR,74.94144730383795,No KT,Placed
788,F,61.037615872550845,Central,51.8155422672057,Central,Arts,57.98012103048945,Sci&Tech,No,89.21399074772845,Mkt&HR,99.16404881257611,KT In Progress,Not Placed
789,F,41.99218652748199,Others,97.08578862170994,Central,Arts,97.72612624990165,Comm&Mgmt,Yes,79.19632695988706,Mkt&Fin,78.18572462517095,No KT,Placed
790,M,44.71470982930124,Central,99.68915763795707,Central,Commerce,72.13807003525446,Others,Yes,54.12166360094954,Mkt&Fin,90.04669499597951,No KT,Placed
791,F,63.815396572095764,Others,82.70336834476292,Others,Commerce,77.09744792528727,Comm&Mgmt,No,88.28261683525915,Mkt&Fin,87.98576456771438,KT Completed,Not Placed
792,F,47.96294524258362,Others,98.86862390750932,Central,Arts,80.84034239354422,Comm&Mgmt,No,53.48997424473749,Mkt&Fin,60.72766908809613,No KT,Not Placed
793,M,74.05245089569348,Central,74.17238677402622,Others,Arts,80.00389179145539,Others,Yes,73.93508602846661,Mkt&HR,55.5766375139927,No KT,Placed
794,F,81.36789814823595,Central,55.57250699056542,Others,Science,70.65824458270373,Sci&Tech,Yes,58.61746070724816,Mkt&Fin,65.8296150058906,KT In Progress,Not Placed
795,M,88.03520194654497,Central,66.21975313993725,Others,Science,65.72585746688101,Comm&Mgmt,No,87.61675889889425,Mkt&HR,68.03448066453024,KT In Progress,Not Placed
796,M,52.009014654688606,Others,75.61365612272715,Others,Science,43.22691785064267,Comm&Mgmt,Yes,95.57956139030634,Mkt&Fin,54.405082116198635,KT Completed,Not Placed
797,M,50.04895493554419,Central,44.3848937216209,Central,Arts,41.32515071807079,Others,Yes,77.7063081679137,Mkt&Fin,93.67587240105831,No KT,Placed
798,M,46.274070420064014,Others,77.34059587703476,Central,Arts,61.47767167196588,Others,No,76.35736471495903,Mkt&Fin,72.55287173803876,No KT,Not Placed
799,M,78.1858149726182,Central,98.87067020573767,Others,Arts,60.01965343802156,Others,No,88.1981598162809,Mkt&HR,98.70666352921418,KT In Progress,Not Placed
800,M,82.38854358921407,Central,51.406458987023655,Central,Science,63.261709290340406,Others,No,50.25394064878636,Mkt&Fin,88.6010666827758,No KT,Not Placed
801,M,41.89516868953852,Others,87.555706977303,Others,Commerce,48.3020920532914,Others,Yes,95.88793213175803,Mkt&HR,73.34229162351676,KT Completed,Placed
802,F,96.17273477462139,Others,94.47392762677717,Others,Arts,84.29009623221062,Others,No,59.87244085455659,Mkt&HR,96.82241668866155,KT In Progress,Not Placed
803,M,43.118277019088346,Others,96.62209556921326,Others,Commerce,91.41786488657434,Sci&Tech,No,99.20594419131186,Mkt&Fin,70.29248890571843,No KT,Placed
804,M,72.47778011806423,Others,97.60813626432683,Central,Commerce,96.32287812244209,Comm&Mgmt,Yes,86.81269739802312,Mkt&HR,93.22639075112022,KT Completed,Placed
805,F,82.54363116705498,Others,71.28757832328832,Others,Commerce,69.54173821117755,Sci&Tech,No,88.71255738503356,Mkt&HR,61.48868687174833,KT Completed,Not Placed
806,F,92.25814742476513,Others,98.63847447949021,Others,Science,82.05194194752572,Sci&Tech,Yes,82.81014901868033,Mkt&Fin,62.718543004245646,No KT,Placed
807,F,82.84521592794567,Others,85.43861242806634,Central,Commerce,91.33306740615234,Others,Yes,73.58315913925802,Mkt&Fin,65.08784097825587,No KT,Placed
808,M,88.10368498418751,Others,49.700286174217716,Central,Arts,65.09746666560915,Comm&Mgmt,Yes,78.58138466805828,Mkt&Fin,72.79753875659478,No KT,Placed
809,F,60.367011552568364,Central,68.6140063880782,Central,Science,58.56476769222667,Sci&Tech,Yes,52.32014430075628,Mkt&Fin,73.20941621192944,No KT,Not Placed
810,M,88.88950682479074,Others,83.09987052232023,Central,Arts,96.20347335120941,Others,Yes,81.19797547160071,Mkt&Fin,69.78393530062505,No KT,Placed
811,M,44.806890783080505,Others,54.840418949145004,Others,Arts,70.94059306462438,Others,Yes,81.30490509935234,Mkt&Fin,58.36005841499005,No KT,Placed
812,M,93.68899936363167,Central,78.43691101293325,Central,Science,69.83523319545267,Comm&Mgmt,No,94.56003987009046,Mkt&HR,95.63238788744985,KT Completed,Placed
813,M,72.85554256922418,Others,79.99602874279715,Others,Arts,50.70496579380975,Sci&Tech,No,75.28281787151097,Mkt&Fin,75.31516584095526,KT In Progress,Not Placed
814,F,89.03786619774962,Central,49.76198462851396,Central,Arts,46.48930087440141,Sci&Tech,No,53.85721870430305,Mkt&Fin,64.4643529714957,No KT,Not Placed
815,F,67.139097071098,Central,73.90511874716537,Central,Science,90.52641174901069,Sci&Tech,Yes,65.30979602410406,Mkt&HR,79.0706176446171,No KT,Placed
816,M,78.6146617117915,Others,86.29761465871647,Central,Arts,76.84799057125107,Others,No,82.78147060571587,Mkt&Fin,86.07800546858832,No KT,Placed
817,M,71.58415965616679,Central,69.93373987215651,Central,Commerce,59.54947504116692,Comm&Mgmt,Yes,61.96294313757319,Mkt&HR,97.64368529369457,KT In Progress,Not Placed
818,M,83.89537130531991,Others,40.72618700656645,Central,Arts,51.50417304341599,Comm&Mgmt,No,64.02639109277004,Mkt&Fin,69.97294973605496,No KT,Not Placed
819,F,44.897798921835374,Central,40.54230814475753,Central,Commerce,73.32983681017788,Sci&Tech,Yes,91.02345081804268,Mkt&Fin,46.72591062104553,No KT,Placed
820,M,43.62112503943383,Central,61.42176063820073,Others,Arts,75.03515735566812,Others,No,79.21598658813545,Mkt&HR,66.44594808619249,KT In Progress,Not Placed
821,M,54.82619404060878,Central,95.57164410590693,Central,Science,52.41961607470349,Sci&Tech,Yes,75.42637158867862,Mkt&Fin,68.73823368720828,No KT,Placed
822,F,49.5726808067913,Others,53.72060677621653,Central,Science,91.08434487348843,Comm&Mgmt,No,65.92259834029022,Mkt&HR,93.81964469114044,KT In Progress,Not Placed
823,F,92.3070139955321,Others,78.06182133230124,Central,Arts,45.055861969351064,Others,Yes,86.54640179665166,Mkt&Fin,63.68804610777718,KT In Progress,Not Placed
824,M,53.15283924148266,Central,53.324552241599235,Central,Science,61.365585109985304,Sci&Tech,No,64.38592172450147,Mkt&Fin,97.1994558932283,KT In Progress,Not Placed
825,F,98.55191534914788,Central,59.300199379572916,Others,Arts,80.82306482575133,Sci&Tech,Yes,86.85317588220876,Mkt&HR,69.1079144628601,No KT,Placed
826,F,60.213747506266415,Others,90.88252537608903,Central,Science,56.44722182915204,Others,No,53.5050740133721,Mkt&Fin,98.42683005873573,No KT,Placed
827,M,50.927074941321955,Others,83.7316865361968,Central,Commerce,89.6605116868763,Comm&Mgmt,No,93.22706707910419,Mkt&Fin,40.49189926785773,KT Completed,Not Placed
828,F,87.38191042854875,Central,45.723956638792636,Central,Arts,84.39206959602421,Others,No,74.97832316879663,Mkt&HR,93.9289224883808,No KT,Placed
829,M,79.52246653005257,Central,65.72212125918603,Central,Commerce,87.34137067288805,Sci&Tech,Yes,71.9254008349485,Mkt&Fin,95.86722711660104,No KT,Placed
830,F,69.89174298718834,Others,41.75018581871587,Others,Commerce,47.14639215260298,Sci&Tech,Yes,80.55117057709623,Mkt&HR,97.6612561459128,No KT,Placed
831,M,73.32181305625787,Others,68.85340879618053,Central,Arts,48.432827679732576,Sci&Tech,Yes,81.20960364481353,Mkt&Fin,40.78459205047689,No KT,Placed
832,M,83.15210669633584,Others,79.74604070206408,Others,Commerce,57.18842426467502,Sci&Tech,Yes,56.60175884449978,Mkt&HR,50.30205019301854,No KT,Placed
833,M,53.70728447987793,Others,47.11015741588909,Central,Arts,71.08462991185367,Comm&Mgmt,Yes,87.81167949081066,Mkt&Fin,79.22587018559418,No KT,Placed
834,F,99.78003496340452,Others,57.333096334549936,Others,Commerce,84.88096460196414,Comm&Mgmt,No,63.79641489750315,Mkt&HR,41.52836150410643,No KT,Not Placed
835,M,98.487589728807,Central,63.87019753012942,Others,Arts,90.1918534456542,Sci&Tech,Yes,95.2480940084957,Mkt&HR,43.81653977059004,No KT,Placed
836,F,79.01954118081622,Others,95.17186147936299,Central,Arts,82.26011895743082,Comm&Mgmt,No,90.89253317074161,Mkt&Fin,53.26473242160652,No KT,Placed
837,M,51.972547055748706,Central,99.59530092537784,Central,Science,95.71581289183831,Comm&Mgmt,No,67.31330207673743,Mkt&Fin,70.74638612463305,No KT,Placed
838,M,80.81369454587748,Others,42.69467793973695,Others,Arts,84.32461057695582,Comm&Mgmt,Yes,90.38696466003572,Mkt&HR,72.75415355600845,No KT,Placed
839,F,44.33190453875055,Central,85.66047540972352,Others,Arts,58.37607322027688,Sci&Tech,No,67.81952496499521,Mkt&Fin,42.05566736761026,No KT,Not Placed
840,M,41.839150132348365,Others,62.30344398414059,Central,Commerce,55.904877060314355,Others,Yes,55.04738408180203,Mkt&HR,50.22203504689187,No KT,Placed
841,M,55.46097331067282,Others,63.547491173768805,Others,Arts,81.77154701806539,Others,Yes,98.0944119362854,Mkt&Fin,69.98234040007932,No KT,Placed
842,F,67.75737740435898,Central,85.25589840082137,Others,Science,51.57223412137686,Others,Yes,82.630100760772,Mkt&Fin,75.63643725660432,No KT,Placed
843,M,92.09635032450282,Central,95.10558592872451,Others,Commerce,45.562888648616195,Sci&Tech,No,72.80497633312959,Mkt&HR,48.90410178917293,No KT,Not Placed
844,M,83.63014418597848,Others,97.0557156701529,Central,Commerce,71.93337249137164,Comm&Mgmt,Yes,69.88866757655198,Mkt&HR,63.93048471681824,No KT,Placed
845,M,84.56239127199886,Others,74.62735516229924,Others,Science,89.29849418673732,Comm&Mgmt,Yes,66.2352667129132,Mkt&Fin,94.26408619101714,No KT,Placed
846,M,65.52960006688451,Others,61.42726955803017,Others,Commerce,46.08279054819181,Sci&Tech,Yes,99.07237977145647,Mkt&Fin,99.93395722277032,KT Completed,Placed
847,F,60.75609955281777,Others,87.25294515152675,Others,Commerce,87.51347942774376,Sci&Tech,No,56.73736325654537,Mkt&Fin,99.23286728986847,No KT,Placed
848,F,62.262325779076164,Others,55.060082995738014,Central,Commerce,88.69432026109288,Others,Yes,65.74025294602842,Mkt&Fin,92.90047061721233,KT In Progress,Not Placed
849,M,99.25897382416346,Central,73.84444173001106,Central,Commerce,68.9364400048926,Others,No,74.27488201413317,Mkt&Fin,63.679605276996746,No KT,Placed
